Agent,InformationLevel,Pdc_Correct1,Pdc_Correct2,Pdc_Correct3,Pdc_Correct4,Pdc_Correct5,Pdt1,Pdt2,Pdt3,Pdt4,Pdt5,Coin1,Coin2,Coin3,Coin4,Coin5,Decision1,Decision2,Decision3,Decision4,Decision5,BetAmount1,BetAmount2,BetAmount3,BetAmount4,BetAmount5,Bet1,Bet2,Bet3,Bet4,Bet5,Session,statistics_score,WrongNum,BlankNum,ExchangeRate,TimeOKProbabilityTestQ1Q5OK,TimeOKProbabilityTestQ6Q10OK,Earning2,TimeClickToProCorrectAnswersOK,Choice1,Choice2,Choice3,Choice4,Choice5,Choice6,Choice7,Choice8,Choice9,Choice10,TimeClickToProionInstructionOK,Gender,Year,Age,TimeSubmitDemographicsOK,UnderstandingLevel,TimeSubmitUnderstandingQnsOK,questionorder1,questionorder2,questionorder3,questionorder4,questionorder5,questionorder6,questionorder7,questionorder8,questionorder9,questionorder10,KarmaBelief1,KarmaBelief2,KarmaBelief3,TimeSubmitKarmaBeliefOK,Authority1,Authority2,Authority3,Authority4,Authority5,Authority6,Authority7,TimeSubmitLocuOfControlScaleOK,IUS1,IUS2,IUS3,IUS4,IUS5,IUS6,IUS7,IUS8,IUS9,IUS10,IUS11,IUS12,Endowment_beforeR1,Endowment_beforeR2,Endowment_beforeR3,Endowment_beforeR4,Endowment_beforeR5,Endowment_afterR1,Endowment_afterR2,Endowment_afterR3,Endowment_afterR4,Endowment_afterR5,StreakTreat_R2,StreakTreat_R3,StreakTreat_R4,StreakTreat_R5,switching_point,risk_score,treat,karma,authority,iu,Head1,Head2,Head3,Head4,Tail1,Tail2,Tail3,Tail4,madewrongbet1,madewrongbet2,madewrongbet3,madewrongbet4,madewrongbet5,fixedbetting,betsame1,betsame2,betsame3,betsame4,betsame5,gambler1,gambler2,gambler3,gambler4,lgbetamount1,lgbetamount2,lgbetamount3,lgbetamount4,lgbetamount5
1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,50,40,50,60,30,1,1,0,1,1,2f,4,1,5,0.02,0,30,0.90000000000000002,-6,1,1,1,1,1,2,2,2,2,2,479,2,1,19,12,4,-41,1,7,8,4,2,5,6,3,9,12,2,4,2,-10,5,3,6,5,6,5,5,-26,3,4,3,5,5,3,3,4,3,4,4,4,300,340,370,320,250,340,370,320,250,280,2,2,2,1,6,2,1,-0.12770810723304749,1.2120591402053833,1.3063867092132568,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,3.9120230674743652,3.6888794898986816,3.9120230674743652,4.0943446159362793,3.4011974334716797
1,2,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,30,50,40,50,40,0,0,0,0,0,5c,9,1,0,0.02,99999,99999,2.3999999999999999,99999,1,1,1,1,2,2,2,2,2,2,99999,1,2,21,99999,5,99999,1,4,5,12,2,3,7,8,9,6,5,5,5,99999,3,5,4,1,2,7,4,99999,4,4,2,2,4,1,4,2,5,5,5,5,300,330,380,340,290,330,380,340,290,250,3,3,1,1,5,1,2,1.5397251844406128,-0.3588624894618988,1.4279510974884033,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,2,0,0,3.4011974334716797,3.9120230674743652,3.6888794898986816,3.9120230674743652,3.6888794898986816
1,2,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,20,20,30,20,30,1,1,1,1,1,4b,9,0,1,0.02,68,153,2.7000000000000002,-4,1,1,1,1,1,2,2,2,2,2,474,1,1,23,2,4,-103,8,2,9,4,5,3,12,6,1,7,3,3,5,-18,3,2,2,2,4,6,6,-28,3,3,4,2,4,3,4,2,3,4,2,2,300,320,340,370,350,320,340,370,350,380,2,2,2,1,6,2,2,0.10821433365345001,-0.64449924230575562,0.25738391280174255,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,2.995732307434082,2.995732307434082,3.4011974334716797,2.995732307434082,3.4011974334716797
1,2,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,20,40,40,60,40,1,1,1,1,1,4f,6,4,0,0.02,23,152,0.59999999999999998,-1,1,1,1,1,1,2,2,2,2,2,476,2,3,22,20,5,-5,12,2,1,4,3,5,6,9,8,7,1,1,4,-7,2,5,3,3,4,6,6,-15,2,2,3,2,2,2,3,2,2,2,3,2,300,280,240,280,340,280,240,280,340,380,3,3,1,1,6,2,2,-1.4185512065887451,-0.12366637587547302,-0.63192325830459595,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,1,2,0,0,2.995732307434082,3.6888794898986816,3.6888794898986816,4.0943446159362793,3.6888794898986816
1,2,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,25,25,30,70,60,1,1,0,1,1,6e,6,4,0,0.02,130,138,0.59999999999999998,0,1,1,1,1,1,1,1,2,2,2,479,2,2,18,18,5,-8,3,8,6,12,4,1,7,5,9,2,3,4,4,-5,5,5,3,3,5,6,5,-25,3,3,3,3,2,2,3,3,2,2,3,3,300,275,300,270,340,275,300,270,340,280,3,1,1,1,8,2,2,0.39575815200805664,0.45117360353469849,-0.13016101717948914,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,3.2188758850097656,3.2188758850097656,3.4011974334716797,4.2484951019287109,4.0943446159362793
1,2,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,25,15,30,30,40,1,1,1,0,0,4c,6,4,0,0.02,109,14,0.59999999999999998,-1,2,2,2,2,2,2,2,2,2,2,479,1,1,22,22,5,-63,8,12,1,3,4,6,7,5,2,9,3,3,3,-6,1,1,1,1,1,7,7,-17,3,4,5,1,1,3,4,5,2,1,2,4,300,325,340,370,340,325,340,370,340,300,2,2,2,2,1,-2,2,-0.082295022904872894,-1.8659569025039673,-0.06340520828962326,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,3.2188758850097656,2.7080502510070801,3.4011974334716797,3.4011974334716797,3.6888794898986816
2,2,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,25,25,40,50,150,1,0,1,1,0,8c,9,1,0,0.02,86,145,2.3999999999999999,1,1,1,1,1,1,1,2,2,2,2,479,1,2,20,20,5,-4,5,2,3,7,4,6,1,8,9,12,3,3,5,-4,4,2,2,2,2,7,7,-8,1,5,5,5,5,2,4,2,1,2,3,2,300,325,350,300,250,325,350,300,250,100,2,1,1,1,7,2,4,0.10821433365345001,-0.96556389331817627,0.071619004011154175,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,3.2188758850097656,3.2188758850097656,3.6888794898986816,3.9120230674743652,5.0106353759765625
2,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,15,45,20,20,20,1,1,1,0,0,1b,4,6,0,0.02,61,0,0,-9,1,1,1,1,1,1,1,2,2,2,479,2,1,18,15,4,-148,12,3,8,9,5,6,1,2,7,4,4,5,2,-11,5,2,3,5,5,3,3,-39,5,5,3,4,5,3,4,4,4,3,3,3,300,305,350,360,340,305,350,360,340,310,2,2,2,2,8,2,3,0.92100423574447632,0.92947643995285034,1.3568090200424194,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,2.7080502510070801,3.8066625595092773,2.995732307434082,2.995732307434082,2.995732307434082
1,2,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,50,50,50,50,50,1,1,1,1,1,3d,8,2,0,0.02,54,21,1.8,-4,1,1,1,1,1,1,2,2,2,2,479,1,3,21,20,5,-7,1,4,3,9,12,7,8,6,5,2,5,5,5,-10,3,5,5,3,5,6,6,-11,4,4,2,4,4,4,2,3,3,3,3,3,300,350,400,450,400,350,400,450,400,350,2,2,2,1,7,2,2,1.5397251844406128,0.40258616209030151,0.74506092071533203,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,3.9120230674743652,3.9120230674743652,3.9120230674743652,3.9120230674743652,3.9120230674743652
2,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,20,50,100,100,200,0,0,0,1,0,3e,6,4,0,0.02,48,45,0.59999999999999998,-7,1,2,2,2,2,2,2,2,2,2,477,1,1,20,-3,4,-142,9,7,3,2,6,5,1,8,4,12,2,2,3,-30,5,3,3,5,5,6,6,-82,2,2,4,2,3,2,2,3,2,3,2,4,300,280,330,430,530,280,330,430,530,330,2,1,1,1,2,-2,3,-0.79805046319961548,0.47496652603149414,-0.29820054769515991,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2.995732307434082,3.9120230674743652,4.6051702499389648,4.6051702499389648,5.2983174324035645
2,2,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,150,50,100,100,100,1,1,1,0,1,7c,9,1,0,0.02,48,106,2.3999999999999999,-7,1,1,1,1,2,2,2,2,2,2,479,1,6,23,-33,5,-59,4,2,5,6,12,1,7,3,8,9,4,5,4,-35,2,5,1,2,5,7,6,-28,3,3,2,1,2,1,4,1,2,3,1,1,300,150,200,300,400,150,200,300,400,300,3,1,1,1,5,1,4,1.111513614654541,-0.54297089576721191,-0.96100276708602905,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,5.0106353759765625,3.9120230674743652,4.6051702499389648,4.6051702499389648,4.6051702499389648
2,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,10,10,10,10,10,0,0,0,1,1,2a,9,1,0,0.02,153,156,2.3999999999999999,1,1,1,1,1,1,1,1,2,2,2,479,3,1,18,9,4,-36,4,12,1,5,8,7,2,3,6,9,4,4,5,-2,2,3,2,2,2,7,4,-33,2,1,1,1,2,1,4,1,1,2,1,1,300,310,300,310,300,310,300,310,300,290,3,1,1,1,8,2,3,0.82396978139877319,-0.81030917167663574,-1.6447478532791138,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,2.3025851249694824,2.3025851249694824,2.3025851249694824,2.3025851249694824,2.3025851249694824
1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,15,15,15,15,70,1,0,0,1,1,7b,6,4,0,0.02,152,179,0.59999999999999998,-11,1,1,1,1,1,1,2,2,2,2,479,2,2,28,20,5,-21,3,2,1,5,7,4,12,8,9,6,4,4,4,-7,3,7,3,5,3,6,5,-17,2,4,2,2,4,1,2,3,3,3,3,4,300,285,270,255,270,285,270,255,270,200,3,1,1,1,7,2,1,0.72871506214141846,0.52012598514556885,0.098457805812358856,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,2.7080502510070801,2.7080502510070801,2.7080502510070801,2.7080502510070801,4.2484951019287109
2,1,1,0,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,20,50,80,100,200,1,1,1,1,1,7a,9,1,0,0.02,8,27,2.3999999999999999,-6,1,1,1,1,2,2,2,2,2,2,479,1,6,22,16,4,-21,9,5,12,4,6,3,7,2,8,1,2,4,5,-12,2,1,2,3,5,6,5,-30,3,3,4,2,5,2,1,2,2,1,1,1,300,320,270,350,250,320,270,350,250,450,2,1,1,1,5,1,3,0.15805593132972717,-0.48420426249504089,-0.86542004346847534,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,2.995732307434082,3.9120230674743652,4.3820266723632812,4.6051702499389648,5.2983174324035645
1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,10,15,50,25,15,1,1,0,0,0,3c,7,3,0,0.02,4,7,1.2,-1,1,1,1,1,1,1,2,2,2,2,479,2,1,19,14,3,-77,1,9,4,3,6,7,2,8,5,12,4,4,4,-17,2,3,5,2,2,5,5,-27,2,2,4,2,2,2,4,4,4,4,2,2,300,300,275,225,200,300,275,225,200,215,2,1,1,1,7,2,1,0.72871506214141846,-0.29298436641693115,0.13877274096012115,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,2.3025851249694824,2.7080502510070801,3.9120230674743652,3.2188758850097656,2.7080502510070801
2,2,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,20,40,100,50,50,1,1,1,1,0,6b,5,5,0,0.02,65,85,0,1,1,1,1,1,1,1,2,2,2,2,480,1,2,27,25,4,-4,1,12,3,8,6,9,7,4,5,2,4,5,3,5,5,5,2,2,5,7,6,-5,2,3,4,2,4,2,2,4,4,4,3,2,300,320,360,250,300,320,360,250,300,350,2,2,1,1,7,2,4,1.0162589550018311,-0.046755999326705933,0.39845052361488342,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,2.995732307434082,3.6888794898986816,4.6051702499389648,3.9120230674743652,3.9120230674743652
1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,100,50,30,50,50,1,0,0,0,1,7b,7,3,0,0.02,151,89,1.2,0,1,1,1,1,1,2,2,2,2,2,479,2,2,23,21,4,13,9,3,1,4,5,6,12,8,7,2,3,3,4,-2,5,3,4,6,6,7,7,-12,3,3,3,4,4,4,4,4,3,3,4,3,300,190,130,100,50,190,130,100,50,0,3,1,1,1,6,2,1,0.012959655374288559,0.72236227989196777,0.95615798234939575,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,4.6051702499389648,3.9120230674743652,3.4011974334716797,3.9120230674743652,3.9120230674743652
2,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,100,100,100,100,100,1,1,1,1,1,3e,8,2,0,0.02,114,154,1.8,-11,1,1,1,1,1,1,2,2,2,2,479,2,1,19,18,4,-173,8,5,1,6,2,4,7,9,12,3,1,1,2,-2,2,6,1,2,2,6,2,-16,1,4,3,4,3,2,3,2,1,2,1,2,300,400,300,200,300,400,300,200,300,400,2,1,1,1,7,2,3,-1.609060525894165,-0.33987817168235779,-0.74613034725189209,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,4.6051702499389648,4.6051702499389648,4.6051702499389648,4.6051702499389648,4.6051702499389648
2,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,10,10,10,20,15,1,0,1,1,0,5d,9,1,0,0.02,99999,99999,2.3999999999999999,99999,1,1,1,1,1,2,2,2,2,2,99999,2,2,20,99999,4,99999,9,8,1,7,3,5,12,2,6,4,4,4,4,99999,5,4,3,4,5,6,6,99999,3,4,4,4,4,3,4,3,3,4,4,4,300,310,320,310,320,310,320,310,320,305,2,1,1,1,6,2,3,0.72871506214141846,0.41603648662567139,1.1673142910003662,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,2.3025851249694824,2.3025851249694824,2.3025851249694824,2.995732307434082,2.7080502510070801
1,2,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,100,150,150,50,110,0,1,1,1,1,3a,10,0,0,0.02,72,120,3,-7,1,1,1,1,1,1,2,2,2,2,480,2,1,17,18,5,-8,5,1,6,8,9,7,4,2,12,3,2,2,3,-1,6,3,2,6,5,6,5,-18,4,5,2,2,5,2,1,1,3,3,4,3,300,400,250,100,150,400,250,100,150,250,3,3,1,1,7,2,2,-0.79805046319961548,0.71501457691192627,0.4140489399433136,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,2,2,0,4.6051702499389648,5.0106353759765625,5.0106353759765625,3.9120230674743652,4.7004804611206055
1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,100,75,50,30,50,1,1,0,0,1,6d,3,2,5,0.02,0,6,0.29999999999999999,-6,1,1,1,1,2,2,2,2,2,2,479,1,2,20,17,3,-86,6,2,3,4,12,9,5,8,1,7,4,4,3,-16,5,6,6,6,7,6,5,-42,4,4,3,5,4,2,2,4,3,3,2,2,300,190,115,65,95,190,115,65,95,145,3,3,3,3,5,1,1,0.6334604024887085,1.7417856454849243,0.50259751081466675,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,2,0,0,4.6051702499389648,4.3174881935119629,3.9120230674743652,3.4011974334716797,3.9120230674743652
1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,50,80,31,38,303,1,1,0,1,0,4a,7,3,0,0.02,2,115,1.2,-3,1,1,1,1,2,2,2,2,2,2,473,1,1,22,18,5,-60,8,9,3,7,6,5,12,1,2,4,3,4,4,-12,2,2,2,2,2,7,7,-16,2,4,4,3,4,2,4,1,2,2,1,1,300,240,320,289,327,240,320,289,327,620,3,1,1,1,5,1,1,0.39575815200805664,-1.2023013830184937,-0.56935316324234009,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,3.9120230674743652,4.3820266723632812,3.4339871406555176,3.6375861167907715,5.7137327194213867
1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,10,10,10,10,10,0,0,1,0,0,2f,6,4,0,0.02,149,157,0.59999999999999998,-1,1,1,1,1,1,2,2,2,2,2,479,2,1,19,6,4,-37,8,6,3,9,5,1,7,2,12,4,3,3,2,-2,6,4,3,5,5,6,3,-10,4,4,4,4,5,5,5,5,5,5,5,5,300,290,280,290,300,290,280,290,300,290,2,2,1,1,6,2,1,-0.17754970490932465,0.98532748222351074,2.5513668060302734,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,2.3025851249694824,2.3025851249694824,2.3025851249694824,2.3025851249694824,2.3025851249694824
2,2,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,40,30,20,40,10,1,1,0,0,0,7c,8,1,1,0.02,26,11,2.1000000000000001,-1,1,1,1,1,1,1,1,1,2,2,479,2,6,22,9,4,-111,2,6,9,1,5,7,4,8,3,12,3,3,4,-17,5,6,5,5,6,5,4,-26,3,4,4,2,4,3,4,4,3,4,4,3,300,260,290,260,300,260,290,260,300,310,3,1,1,1,9,2,4,0.012959655374288559,1.4943898916244507,0.94145011901855469,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,3.6888794898986816,3.4011974334716797,2.995732307434082,3.6888794898986816,2.3025851249694824
2,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,10,20,30,30,20,0,1,0,1,1,2d,8,0,2,0.02,32,44,2.3999999999999999,-9,1,1,1,1,1,1,1,2,2,2,479,2,1,19,17,5,-12,5,4,12,8,1,6,2,9,7,3,4,5,4,-9,2,2,4,2,5,5,5,-15,2,3,3,2,2,1,2,4,1,1,1,1,300,290,300,320,280,290,300,320,280,260,2,2,2,1,8,2,3,1.111513614654541,-0.16688400506973267,-1.2758805751800537,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0,1,0,0,2.3025851249694824,2.995732307434082,3.4011974334716797,3.4011974334716797,2.995732307434082
1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,40,50,60,80,350,1,1,1,0,1,1c,5,5,0,0.02,6,29,0,-3,2,2,2,2,2,2,2,2,2,2,479,3,1,19,16,4,-61,7,8,1,12,5,4,9,2,3,6,1,3,2,-12,4,1,2,4,5,6,6,-49,3,4,4,2,5,1,3,3,3,4,2,2,300,340,380,440,360,340,380,440,360,10,2,2,1,1,1,-2,1,-0.84346354007720947,-0.17281313240528107,0.22669064998626709,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,1,3.6888794898986816,3.9120230674743652,4.0943446159362793,4.3820266723632812,5.8579330444335938
2,2,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,210,440,10,10,35,1,1,1,1,1,6b,8,2,0,0.02,43,95,1.8,-9,1,1,1,1,1,1,1,1,1,2,479,3,3,23,21,5,-7,8,2,12,9,5,4,6,1,3,7,4,4,2,-5,1,1,1,1,1,7,7,-4,1,2,4,2,2,2,3,5,2,2,1,1,300,500,940,930,940,500,940,930,940,895,2,2,2,2,10,2,4,0.53820574283599854,-1.8659569025039673,-0.85784345865249634,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,5.3471074104309082,6.0867748260498047,2.3025851249694824,2.3025851249694824,3.5553481578826904
2,2,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,20,20,25,10,25,1,1,1,0,0,1a,3,7,0,0.02,180,189,0,-1,1,1,1,1,1,1,1,1,1,1,479,2,1,19,20,5,-303,2,5,1,3,6,4,9,7,12,8,2,3,4,-34,6,6,5,5,3,6,6,-18,3,3,2,2,2,2,2,2,2,2,1,1,300,270,290,315,305,270,290,315,305,280,3,1,1,1,11,2,4,-0.31999725103378296,0.95359158515930176,-0.9510338306427002,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,2.995732307434082,2.995732307434082,3.2188758850097656,2.3025851249694824,3.2188758850097656
1,2,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,60,60,90,135,405,1,0,1,1,1,6e,10,0,0,0.02,193,213,3,1,1,1,1,1,1,1,2,2,2,2,479,1,3,19,17,5,-16,2,7,3,5,4,6,9,8,1,12,2,2,2,-14,2,2,2,2,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,300,240,180,270,405,240,180,270,405,0,3,1,1,1,7,2,2,-0.89330512285232544,-0.26180028915405273,-2.1758394241333008,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,4.0943446159362793,4.0943446159362793,4.499809741973877,4.9052748680114746,6.0038871765136719
1,2,1,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,20,30,30,30,40,1,1,0,0,1,7d,0,0,10,0.02,0,0,0,-3,1,1,1,1,1,2,2,2,2,2,452,2,6,23,-10,4,-96,4,2,1,7,3,5,12,9,6,8,4,4,4,-52,4,3,2,4,6,5,5,-90,4,4,4,3,4,2,4,3,4,4,2,3,300,320,290,260,290,320,290,260,290,330,2,1,1,1,6,2,2,0.72871506214141846,0.36053517460823059,0.82302582263946533,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,2.995732307434082,3.4011974334716797,3.4011974334716797,3.4011974334716797,3.6888794898986816
1,2,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,25,50,75,100,50,0,0,0,0,0,4c,9,1,0,0.02,144,190,2.3999999999999999,-1,1,1,1,1,2,2,2,2,2,2,479,1,1,18,0,4,-79,4,12,2,6,5,9,7,1,8,3,1,1,3,2,5,5,2,5,4,5,3,-18,3,5,4,2,5,3,4,3,4,4,3,3,300,275,225,150,50,275,225,150,50,0,2,2,1,1,5,1,2,-1.5138058662414551,0.80400735139846802,1.0461373329162598,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,3.2188758850097656,3.9120230674743652,4.3174881935119629,4.6051702499389648,3.9120230674743652
1,2,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,50,50,100,100,150,1,0,0,0,1,3d,7,3,0,0.02,75,130,1.2,-38,1,1,1,1,2,2,2,2,2,2,479,1,4,24,22,5,4,4,2,3,1,6,5,7,12,9,8,3,3,4,-2,2,2,2,2,4,5,7,-24,2,1,4,2,2,1,3,3,2,3,2,3,300,350,300,200,300,350,300,200,300,150,2,2,1,1,5,1,2,0.012959655374288559,-0.76290208101272583,-0.6139293909072876,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,3.9120230674743652,3.9120230674743652,4.6051702499389648,4.6051702499389648,5.0106353759765625
2,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,20,20,20,20,20,1,1,1,1,1,7a,3,2,5,0.02,74,0,0.29999999999999999,-8,1,1,1,1,1,2,2,2,2,2,479,1,2,20,14,5,-119,1,3,9,4,5,2,7,8,12,6,4,3,4,-18,2,2,2,2,2,6,6,-59,2,3,4,2,3,2,4,3,2,4,2,2,300,320,300,320,300,320,300,320,300,320,2,1,1,1,6,2,3,0.34591656923294067,-1.0142011642456055,-0.11869414150714874,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,2.995732307434082,2.995732307434082,2.995732307434082,2.995732307434082,2.995732307434082
1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,10,20,30,20,20,1,0,0,1,1,3c,7,3,0,0.02,83,135,1.2,-4,1,1,1,1,1,2,2,2,2,2,479,2,1,18,-71,5,-113,1,4,3,2,5,6,9,7,12,8,2,2,5,-17,2,1,1,3,2,6,7,-27,4,4,4,3,4,3,4,4,2,2,3,3,300,300,310,270,280,300,310,270,280,250,2,1,1,1,6,2,1,-0.60754108428955078,-1.1904468536376953,0.52732753753662109,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,2.3025851249694824,2.995732307434082,3.4011974334716797,2.995732307434082,2.995732307434082
1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,30,30,30,50,69,0,0,0,0,0,5e,6,3,1,0.02,99999,99999,0.90000000000000002,99999,1,1,1,1,1,1,1,2,2,2,99999,2,2,24,99999,5,99999,1,6,12,2,5,4,8,7,9,3,4,2,4,99999,2,2,3,2,1,6,6,99999,2,3,3,2,4,2,1,3,2,1,2,2,300,330,360,320,270,330,360,320,270,339,3,3,3,1,8,2,1,-0.036881942301988602,-0.99875915050506592,-0.74896013736724854,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,2,0,0,3.4011974334716797,3.4011974334716797,3.4011974334716797,3.9120230674743652,4.2341065406799316
2,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,40,50,50,50,60,1,1,1,0,1,4e,4,1,5,0.02,0,13,0.90000000000000002,0,1,1,1,1,1,2,2,2,2,2,479,1,1,20,8,5,-99,3,4,8,1,9,5,12,6,2,7,4,5,4,-36,2,2,2,2,5,7,6,-59,2,3,3,2,2,1,2,2,2,2,2,3,300,260,210,260,310,260,210,260,310,250,3,3,3,3,6,2,3,1.111513614654541,-0.73123449087142944,-0.75791287422180176,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,2,0,0,3.6888794898986816,3.9120230674743652,3.9120230674743652,3.9120230674743652,4.0943446159362793
1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,10,10,20,10,10,1,1,0,1,1,2b,5,5,0,0.02,100,111,0,-6,1,1,1,1,1,2,2,2,2,2,478,1,1,24,16,4,-6,4,7,2,5,12,3,1,8,6,9,1,1,1,-13,7,5,7,7,7,5,3,-11,5,5,5,4,5,5,5,4,4,5,3,1,300,280,290,310,300,280,290,310,300,310,3,1,1,1,6,2,1,-1.704315185546875,2.4607291221618652,1.8287532329559326,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,2.3025851249694824,2.3025851249694824,2.995732307434082,2.3025851249694824,2.3025851249694824
